RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Set
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,Has Credit Card,Not Active,14956.44,Stay,Train
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,No Credit Card,Active,111879.21,Stay,Test
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,Has Credit Card,Active,18606.23,Stay,Train
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,Has Credit Card,Not Active,123137.01,Stay,Test
267,15653857,Wallis,498,France,Male,34,2,0,2,Has Credit Card,Active,148528.24,Stay,Train
268,15777076,Clark,651,France,Male,36,7,0,2,Has Credit Card,Not Active,13898.31,Stay,Test
269,15717398,Fielding,549,Spain,Female,39,7,0,1,No Credit Card,Not Active,81259.25,Exit,Train
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,Has Credit Card,Not Active,161051.75,Stay,Train
271,15787071,Dulhunty,650,Spain,Male,41,9,0,2,No Credit Card,Active,191599.67,Stay,Train
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,Has Credit Card,Not Active,48559.19,Exit,Train
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,Has Credit Card,Active,186339.74,Stay,Train
274,15725166,Newton,707,France,Male,30,8,0,2,Has Credit Card,Not Active,33159.37,Stay,Train
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,No Credit Card,Active,93883.53,Stay,Test
276,15758685,Dubinina,706,Spain,Female,37,7,0,2,Has Credit Card,Active,110899.3,Stay,Train
277,15694456,Toscani,756,France,Male,62,3,0,1,Has Credit Card,Active,11199.04,Exit,Train
278,15767339,Chiazagomekpere,777,France,Female,53,10,0,2,Has Credit Card,Not Active,189992.97,Stay,Train
279,15683562,Allen,646,France,Male,35,6,84026.86,1,No Credit Card,Active,164255.69,Stay,Train
280,15782210,K'ung,714,France,Male,46,1,0,1,Has Credit Card,Not Active,152167.79,Exit,Train
281,15668893,Wilsmore,782,France,Male,39,8,0,2,Has Credit Card,Active,33949.67,Stay,Train
282,15669169,Hargreaves,775,Spain,Male,29,10,0,2,Has Credit Card,Active,68143.93,Stay,Train
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,Has Credit Card,Active,47251.79,Exit,Train
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,Has Credit Card,Active,25885.72,Stay,Train
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,No Credit Card,Active,192633.85,Stay,Train
286,15626144,Chu,675,France,Male,40,7,113208.86,2,Has Credit Card,Not Active,34577.36,Stay,Train
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,Has Credit Card,Not Active,161229.84,Stay,Test
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,Has Credit Card,Not Active,100816.29,Stay,Train
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,Has Credit Card,Active,181694.44,Stay,Train
290,15697307,Nnachetam,588,Spain,Male,34,10,0,2,Has Credit Card,Not Active,79078.91,Stay,Train
291,15652266,Chidiebele,703,Germany,Male,42,9,63227,1,No Credit Card,Active,137316.32,Stay,Test
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,Has Credit Card,Not Active,194926.86,Stay,Test
293,15655774,Booth,583,France,Male,27,7,0,2,Has Credit Card,Not Active,51285.49,Stay,Test
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,No Credit Card,Not Active,150401.53,Exit,Train
295,15785819,Shao,681,France,Male,38,3,0,2,Has Credit Card,Active,112491.96,Stay,Train
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,Has Credit Card,Not Active,73656.38,Stay,Train
297,15774510,Tien,714,France,Female,31,4,125169.26,1,Has Credit Card,Active,106636.89,Stay,Train
298,15684173,Chang,687,Spain,Female,44,7,0,3,Has Credit Card,Not Active,155853.52,Exit,Train
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,Has Credit Card,Active,162599.51,Stay,Train
300,15811490,French,627,France,Male,33,5,0,2,Has Credit Card,Active,103737.82,Stay,Train
301,15803976,Efremov,694,France,Female,31,10,0,2,Has Credit Card,Not Active,160990.27,Stay,Train
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,No Credit Card,Not Active,15462.84,Stay,Train
303,15695699,Calabrese,687,France,Male,35,8,0,2,Has Credit Card,Not Active,10334.05,Stay,Train
304,15624188,Chiu,712,France,Female,33,6,0,2,Has Credit Card,Active,190686.16,Stay,Test
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,No Credit Card,Not Active,94440.45,Stay,Test
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,Has Credit Card,Active,28257.63,Stay,Train
307,15594898,Hewitt,731,France,Male,43,2,0,1,Has Credit Card,Active,170034.95,Exit,Train
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,Has Credit Card,Not Active,31824.29,Stay,Train
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,Has Credit Card,Not Active,127166.49,Exit,Train
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,Has Credit Card,Not Active,44937.01,Stay,Train
311,15712287,Pokrovskii,652,France,Female,80,4,0,2,Has Credit Card,Active,188603.07,Stay,Train
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,Has Credit Card,Not Active,145111.37,Stay,Test
313,15674398,Russo,642,France,Male,38,3,0,2,No Credit Card,Not Active,171463.83,Stay,Train
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,Has Credit Card,Not Active,182822.5,Stay,Train
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,Has Credit Card,Active,87213.33,Stay,Train
316,15581539,Atkinson,474,Spain,Male,37,3,0,2,No Credit Card,Not Active,57175.32,Stay,Test
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,Has Credit Card,Not Active,120540.83,Exit,Test
318,15666252,Ritchie,706,Spain,Male,42,9,0,2,Has Credit Card,Active,28714.34,Stay,Train
319,15677512,McEncroe,628,Spain,Female,22,3,0,1,Has Credit Card,Not Active,85426.28,Stay,Test
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,Has Credit Card,Not Active,46170.75,Stay,Train
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,Has Credit Card,Active,64448.36,Stay,Train
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,Has Credit Card,Active,16278.97,Stay,Test
323,15694408,Lung,749,France,Male,40,1,139290.41,1,Has Credit Card,Not Active,182855.42,Exit,Train
324,15585215,Yuan,763,France,Female,31,4,0,2,No Credit Card,Not Active,50404.72,Stay,Test
325,15682757,Pardey,734,France,Male,30,3,0,2,Has Credit Card,Not Active,107640.25,Stay,Train
326,15736601,Tai,716,France,Male,35,4,144428.87,1,Has Credit Card,Not Active,134132.65,Stay,Train
327,15601848,Scott,594,France,Male,35,2,0,2,Has Credit Card,Not Active,103480.69,Stay,Train
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,Has Credit Card,Not Active,108761.05,Exit,Train
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,Has Credit Card,Active,179012.3,Stay,Train
330,15624528,L?,664,Germany,Male,26,7,116244.14,2,Has Credit Card,Active,95145.14,Stay,Train
331,15598493,Beach,656,France,Male,50,7,0,2,No Credit Card,Active,72143.44,Stay,Test
332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,Has Credit Card,Not Active,19162.89,Stay,Train
333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,No Credit Card,Active,144680.18,Stay,Train
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,Has Credit Card,Not Active,177772.03,Exit,Test
335,15742668,Day,626,Spain,Female,37,6,108269.37,1,Has Credit Card,Not Active,5597.94,Stay,Test
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,Has Credit Card,Not Active,116828.51,Exit,Test
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,No Credit Card,Active,174652.51,Stay,Train
338,15648064,Kennedy,649,France,Male,33,2,0,2,Has Credit Card,Not Active,2010.98,Stay,Train
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,Has Credit Card,Not Active,14109.85,Exit,Train
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,Has Credit Card,Not Active,43527.4,Exit,Train
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,No Credit Card,Active,86099.23,Exit,Train
342,15786170,Tien,659,France,Male,31,4,118342.26,1,No Credit Card,Not Active,161574.19,Stay,Train
343,15681081,Marrero,545,Spain,Female,47,5,0,2,Has Credit Card,Active,38970.14,Stay,Train
344,15684484,White,543,France,Male,22,8,0,2,No Credit Card,Not Active,127587.22,Stay,Train
345,15785869,Pisano,718,France,Female,25,7,0,2,Has Credit Card,Not Active,30380.12,Stay,Train
346,15763859,Brown,840,France,Female,43,7,0,2,Has Credit Card,Not Active,90908.95,Stay,Train
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,Has Credit Card,Not Active,138275.01,Stay,Test
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,Has Credit Card,Active,32171.79,Stay,Test
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,Has Credit Card,Active,126143.23,Stay,Train
350,15576256,Yusupova,582,France,Male,39,5,0,2,Has Credit Card,Active,129892.93,Stay,Test
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,Has Credit Card,Active,102416.84,Stay,Train
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,Has Credit Card,Active,18719.67,Stay,Train
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,Has Credit Card,Not Active,61936.22,Stay,Train
354,15812007,Power,670,Spain,Male,25,6,0,2,Has Credit Card,Active,78358.94,Stay,Test
355,15625461,Amos,613,France,Female,45,1,187841.99,2,Has Credit Card,Active,147224.27,Stay,Train
356,15739438,Reed,539,France,Male,30,0,0,2,Has Credit Card,Not Active,160979.66,Stay,Train
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,Has Credit Card,Active,132298.49,Stay,Train
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,Has Credit Card,Not Active,174248.52,Exit,Train
359,15633950,Yen,737,France,Male,41,1,101960.74,1,Has Credit Card,Active,123547.28,Stay,Train
360,15592386,Campbell,520,France,Male,58,3,0,2,No Credit Card,Active,32790.02,Stay,Train
361,15803716,West,706,Spain,Male,28,3,0,2,No Credit Card,Active,181543.67,Stay,Test
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,No Credit Card,Active,2319.96,Exit,Train
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,Has Credit Card,Active,189543.19,Stay,Train
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,Has Credit Card,Not Active,10940.4,Stay,Train
365,15676715,Madukaego,640,France,Male,68,9,0,2,Has Credit Card,Active,199493.38,Stay,Train
366,15613085,Ibrahimova,628,Spain,Female,33,3,0,1,Has Credit Card,Active,188193.25,Stay,Train
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,Has Credit Card,Not Active,172572.64,Stay,Train
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,Has Credit Card,Active,189339.6,Stay,Test
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,No Credit Card,Active,53512.16,Stay,Train
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,Has Credit Card,Not Active,34004.44,Stay,Train
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,Has Credit Card,Active,10598.29,Stay,Train
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,No Credit Card,Active,113428.77,Stay,Train
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,Has Credit Card,Active,183487.98,Stay,Train
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,Has Credit Card,Active,187658.09,Stay,Train
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,Has Credit Card,Active,172459.39,Stay,Train
376,15758449,Angelo,769,France,Female,39,8,0,1,No Credit Card,Active,21016,Stay,Train
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,Has Credit Card,Active,122381.02,Exit,Test
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,Has Credit Card,Not Active,128123.66,Stay,Train
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,Has Credit Card,Not Active,19570.63,Stay,Train
380,15629677,Distefano,687,Spain,Female,39,2,0,3,No Credit Card,Not Active,188150.6,Exit,Test
381,15713578,Farrell,483,France,Female,50,9,0,2,Has Credit Card,Active,111020.24,Stay,Train
382,15591509,Milano,690,France,Male,36,7,101583.11,2,Has Credit Card,Not Active,123775.15,Stay,Test
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,No Credit Card,Active,146700.22,Stay,Train
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,Has Credit Card,Not Active,145251.35,Stay,Train
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,Has Credit Card,Not Active,82463.69,Stay,Train
386,15720910,Black,560,France,Female,66,9,0,1,Has Credit Card,Active,15928.49,Stay,Train
387,15721181,Oliver,611,Spain,Male,46,6,0,2,Has Credit Card,Not Active,45886.33,Stay,Train
388,15776433,Greco,730,Spain,Male,62,2,0,2,Has Credit Card,Active,186489.95,Stay,Train
389,15748936,Whitehead,709,Spain,Female,45,2,0,2,No Credit Card,Active,162922.65,Stay,Test
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,Has Credit Card,Not Active,9262.77,Stay,Train
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,Has Credit Card,Active,84932.4,Stay,Train
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,Has Credit Card,Active,71557.12,Stay,Train
393,15573456,Cunningham,648,Spain,Male,46,9,127209,2,Has Credit Card,Not Active,77405.95,Exit,Train
394,15684548,Demidov,556,Spain,Male,38,8,0,2,No Credit Card,Not Active,417.41,Exit,Test
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,Has Credit Card,Active,71405.17,Stay,Test
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,No Credit Card,Active,153400.24,Stay,Train
397,15584766,Knight,557,France,Male,33,3,54503.55,1,Has Credit Card,Active,371.05,Stay,Train
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,Has Credit Card,Not Active,67789.99,Stay,Train
399,15762218,Mills,701,France,Female,39,9,0,2,No Credit Card,Active,145894.9,Stay,Train
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,Has Credit Card,Not Active,183840.51,Exit,Train
401,15690452,Tung,605,France,Male,52,1,63349.75,1,Has Credit Card,Not Active,108887.44,Stay,Test
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,Has Credit Card,Active,154071.27,Stay,Train
403,15781589,Carpenter,751,Spain,Male,52,8,0,2,No Credit Card,Active,179291.85,Stay,Train
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,No Credit Card,Active,56937.43,Stay,Train
405,15642291,Fontaine,685,France,Male,23,8,0,2,Has Credit Card,Active,112239.03,Stay,Train
406,15692761,Pratt,718,France,Male,36,9,0,1,Has Credit Card,Not Active,45909.87,Stay,Train
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,No Credit Card,Not Active,173779.25,Exit,Train
408,15745354,Franklin,611,Spain,Female,37,4,0,2,Has Credit Card,Not Active,125696.26,Stay,Train
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,Has Credit Card,Active,159585.61,Stay,Test
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,Has Credit Card,Not Active,106761.47,Stay,Train
411,15566594,McKenzie,709,Spain,Male,23,10,0,2,No Credit Card,Not Active,129590.18,Stay,Test
412,15760431,Pino,850,France,Male,38,1,0,2,Has Credit Card,Active,80006.65,Stay,Train
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,Has Credit Card,Active,140451.52,Stay,Train
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,Has Credit Card,Active,187929.43,Exit,Train
415,15810432,Moseley,795,Spain,Male,35,8,0,2,Has Credit Card,Not Active,167155.36,Stay,Train
416,15809616,Hsiung,626,Spain,Male,26,8,0,2,No Credit Card,Not Active,191420.71,Stay,Train
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,No Credit Card,Not Active,11384.45,Exit,Test
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,Has Credit Card,Active,94898.1,Stay,Train
419,15659843,Li,643,France,Female,46,6,0,2,No Credit Card,Not Active,106781.59,Stay,Train
420,15615624,De Salis,605,France,Female,28,6,0,2,No Credit Card,Not Active,159508.52,Stay,Train
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,Has Credit Card,Not Active,93524.19,Exit,Train
422,15716186,Richardson,586,France,Female,38,2,0,2,Has Credit Card,Not Active,87168.46,Stay,Train
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,Has Credit Card,Not Active,8128.32,Exit,Train
424,15622834,Stevenson,678,France,Female,35,4,0,1,Has Credit Card,Not Active,125518.32,Stay,Train
425,15566111,Estes,596,France,Male,39,9,0,1,Has Credit Card,Not Active,48963.59,Stay,Train
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,Has Credit Card,Not Active,98368.24,Stay,Train
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,Has Credit Card,Not Active,148584.61,Stay,Train
428,15806964,Utz,702,France,Male,45,0,80793.58,1,Has Credit Card,Active,27474.81,Stay,Test
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,Has Credit Card,Not Active,76192.21,Stay,Train
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,No Credit Card,Not Active,134600.94,Exit,Train
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,Has Credit Card,Active,72467.99,Exit,Train
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,No Credit Card,Active,199645.45,Stay,Train
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,Has Credit Card,Not Active,42749.85,Stay,Train
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,Has Credit Card,Not Active,136050.44,Exit,Train
435,15799384,Collier,683,France,Male,33,8,0,1,No Credit Card,Not Active,73564.44,Stay,Train
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,No Credit Card,Active,85578.63,Stay,Train
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,Has Credit Card,Not Active,129826.89,Stay,Train
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,No Credit Card,Not Active,119666,Stay,Train
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,Has Credit Card,Not Active,68052.08,Stay,Train
440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,Has Credit Card,Active,164104.74,Stay,Test
441,15782735,Chukwuemeka,626,France,Female,35,3,0,1,No Credit Card,Not Active,80190.36,Stay,Test
442,15611088,Genovese,790,France,Female,31,9,0,2,Has Credit Card,Not Active,84126.75,Stay,Train
443,15672145,Swift,534,France,Female,34,7,121551.58,2,Has Credit Card,Active,70179,Stay,Train
444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,Has Credit Card,Active,118024.1,Stay,Train
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,No Credit Card,Not Active,145704.19,Exit,Train
446,15803406,Ross,748,France,Female,26,1,77780.29,1,No Credit Card,Active,183049.41,Stay,Train
447,15730460,Oleary,722,France,Male,37,2,0,1,No Credit Card,Not Active,120906.83,Stay,Train
448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,Has Credit Card,Active,100433.83,Stay,Test
449,15694860,Uspensky,675,France,Female,38,6,68065.8,1,No Credit Card,Not Active,138777,Exit,Train
450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,Has Credit Card,Not Active,124694.99,Stay,Train
451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,Has Credit Card,Not Active,40084.32,Stay,Test
452,15785798,Uchechukwu,850,France,Male,40,9,0,2,No Credit Card,Active,119232.33,Stay,Train
453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,No Credit Card,Not Active,43921.36,Stay,Train
454,15668444,He,590,Spain,Female,44,3,139432.37,1,Has Credit Card,Not Active,62222.81,Stay,Test
455,15726631,Hilton,758,France,Female,39,6,127357.76,1,No Credit Card,Active,56577,Stay,Train
456,15733797,Sal,506,France,Male,36,5,0,2,Has Credit Card,Not Active,164253.35,Stay,Train
457,15747960,Eluemuno,733,France,Male,33,3,0,1,Has Credit Card,Active,7666.73,Stay,Train
458,15634632,Titus,711,France,Male,38,3,0,2,Has Credit Card,Not Active,68487.51,Stay,Test
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,No Credit Card,Active,199273.98,Exit,Train
460,15662976,Lettiere,637,Spain,Male,37,8,0,1,Has Credit Card,Active,186062.36,Stay,Train
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,Has Credit Card,Active,195711.16,Stay,Train
462,15718443,Chibuzo,539,France,Male,39,3,0,2,Has Credit Card,Not Active,36692.17,Stay,Test
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,Has Credit Card,Not Active,106920.57,Stay,Test
464,15773792,Evans,662,France,Female,32,4,133950.37,1,Has Credit Card,Active,48725.68,Exit,Train
